"Level";"Name";"Type";"Cast Time";"Range";"Components";"Duration";"Description";"Source"
"0";"Frostbite";"Evocation cantrip";"1 action";"60 feet";"V, S";"Instantaneous";"You cause numbing frost to form on one creature that you can see within range. The target must make a Constitution saving throw. On a failed save, the target takes 1d6 cold damage, and it has disadvantage on the next weapon attack roll it makes before the end of its next turn.<br> The spell's damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).";"Wizard (XGE)"
"0";"Green-Flame Blade";"Evocation cantrip";"1 action";"Self (5-foot radius)";"S, M";"Instantaneous";"(a melee weapon worth at least 1 sp)You brandish the weapon used in the spell's casting and make a melee attack with it against one creature within 5 feet of you. On a hit, the target suffers the weapon attack's normal effects, and you can cause green fire to leap from the target to a different creature of your choice that you can see within 5 feet of it. The second creature takes fire damage equal to your spellcasting ability modifier.<br>At Higher Levels. At 5th level, the melee attack deals an extra 1d8 fire damage to the target on a hit, and the fire damage to the second creature increases to 1d8 + your spellcasting ability modifier. Both damage rolls increase by 1d8 at 11th level (2d8 and 2d8) and 17th level (3d8 and 3d8).";"Wizard (TCE)"
"0";"Green-Flame Blade";"Evocation cantrip";"1 action";"5 feet";"V, M";"1 round";"(a weapon)As part of the action used to cast this spell, you must make a melee attack with a weapon against one creature within the spell's range, otherwise the spell fails. On a hit, the target suffers the attack's normal effects, and green fire leaps from the target to a different creature of your choice that you can see within 5 feet of it. The second creature takes fire damage equal to your spellcasting ability modifier.<br> This spell's damage increases when you reach higher levels. At 5th level, the melee attack deals an extra 1d8 fire damage to the target, and the fire damage to the second creature increases to 1d8 + your spellcasting ability modifier. Both damage rolls increase by 1d8 at 11th level and 17th level.";"Wizard (SCAG)"
"0";"Gust";"Transmutation cantrip";"1 action";"30 feet";"V, S";"Instantaneous";"You seize the air and compel it to create one of the following effects at a point you can see within range:<br> • One Medium or smaller creature that you choose must succeed on a Strength saving throw or be pushed up to 5 feet away from you.<br> • You create a small blast of air capable of moving one object that is neither held nor carried and that weighs no more than 5 pounds. The object is pushed up to 10 feet away from you. It isn't pushed with enough force to cause damage.<br> • You create a harm less sensory effect using air, such as causing leaves to rustle, wind to slam shutters closed, or your clothing to ripple in a breeze.";"Wizard (XGE)"
"0";"Infestation";"Conjuration cantrip";"1 action";"30 feet";"V, S, M";"Instantaneous";"(a living flea)You cause a cloud of mites, fleas, and other parasites to appear momentarily on one creature you can see within range. The target must succeed on a Constitution saving throw, or it takes 1d6 poison damage and moves 5 feet in a random direction if it can move and its speed is at least 5 feet. Roll a d4 for the direction: 1, north: 2, south: 3, east: or 4, west. This movement doesn't provoke opportunity attacks, and if the direction rolled is blocked, the target doesn't move.<br> The spell's damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).";"Wizard (XGE)"
"0";"Light";"Evocation cantrip";"1 action";"Touch";"V, M";"1 hour";"(a firefly or phosphorescent moss)You touch one object that is no larger than 10 feet in any dimension. Until the spell ends, the object sheds bright light in a 20-foot radius and dim light for an additional 20 feet. The light can be colored as you like. Completely covering the object with something opaque blocks the light. The spell ends if you cast it again or dismiss it as an action.<br> If you target an object held or worn by a hostile creature, that creature must succeed on a Dexterity saving throw to avoid the spell. ";"Wizard"
"0";"Lightning Lure";"Evocation cantrip";"1 action";"Self (15-foot radius)";"V";"Instantaneous";"You create a lash of lightning energy that strikes at one creature of your choice that you can see within 15 feet of you. The target must succeed on a Strength saving throw or be pulled up to 10 feet in a straight line toward you and then take 1d8 lightning damage if it is within 5 feet of you.<br><b>At Higher Levels</b>: This spell's damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).";"Wizard (TCE)"
"0";"Lightning Lure";"Evocation cantrip";"1 action";"15 feet";"V";"Instantaneous";"You create a lash of lightning energy that strikes at one creature of your choice that you can see within range. The target must succeed on a Strength saving throw or be pulled up to 10 feet in a straight line toward you and then take 1d8 lightning damage if it is within 5 feet of you.<br> The spell's damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).";"Wizard (SCAG)"
"0";"Mage Hand";"Conjuration cantrip";"1 action";"30 feet";"V, S";"1 minute";"A spectral, floating hand appears at a point you choose within range. The hand lasts for the duration or until you dismiss it as an action. The hand vanishes if it is ever more than 30 feet away from you or if you cast this spell again.<br> You can use your action to control the hand. You can use the hand to manipulate an object, open an unlocked door or container, stow or retrieve an item from an open container, or pour the contents out of a vial. You can move the hand up to 30 feet each time you use it.<br> The hand can't attack, activate magical items, or carry more than 10 pounds. ";"Wizard"
"0";"Mending";"Transmutation cantrip";"1 minute";"Touch";"V, S, M";"Instantaneous";"(two lodestones)This spell repairs a single break or tear in an object you touch, such as broken chain link, two halves of a broken key, a torn clack, or a leaking wineskin. As long as the break or tear is no larger than 1 foot in any dimension, you mend it, leaving no trace of the former damage.<br> This spell can physically repair a magic item or construct, but the spell can't restore magic to such an object. ";"Wizard"
"0";"Message";"Transmutation cantrip";"1 action";"120 feet";"V, S, M";"1 round";"(a short piece of copper wire)You point your finger toward a creature within range and whisper a message. The target (and only the target) hears the message and can reply in a whisper that only you can hear.<br> You can cast this spell through solid objects if you are familiar with the target and know it is beyond the barrier. Magical silence, 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood blocks the spell. The spell doesn't have to follow a straight line and can travel freely around corners or through openings. ";"Wizard"
"0";"Mind Sliver";"Enchantment cantrip";"1 action";"60 feet";"V";"1 round";"You drive a disorienting spike of psychic energy into the mind of one creature you can see within range. The target must succeed on an Intelligence saving throw or take 1d6 psychic damage and subtract 1d4 from the next saving throw it makes before the end of your next turn.<br><b>At Higher Levels</b>: This spell's damage increases by 1d6 when you reach certain levels: 5th level (2d6), 11th level (3d6), and 17th level (4d6).";"Wizard (TCE)"
"0";"Minor Illusion";"Illusion cantrip";"1 action";"30 feet";"S, M";"1 minute";"(A bit of fleece)You create a sound or an image of an object within range that lasts for the duration. The illusion also ends if you dismiss it as an action or cast this spell again.<br> If you create a sound, its volume can range from a whisper to a scream. It can be your voice, someone else's voice, a lion's roar, a beating of drums, or any other sound you choose. The sound continues unabated throughout the duration, or you can make discrete sounds at different times before the spell ends.<br> If you create an image of an object - such as a chair, muddy footprints, or a small chest - it must be no larger than a 5-foot cube. The image can't create sound, light, smell, or any other sensory effect. Physical interaction with the image reveals it to be an illusion, because things can pass through it.<br> If a creature uses its action to examine the sound or image, the creature can determine that it is an illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the illusion for what it is, the illusion becomes faint to the creature. ";"Wizard"
"0";"Mold Earth";"Transmutation cantrip";"1 action";"30 feet";"S";"Instantaneous or 1 hour (see below)";"You choose a portion of dirt or stone that you can see within range and that fits within a 5-foot cube. You manipulate it in one of the following ways:<br> • If you target an area of loose earth, you can instantaneously excavate it, move it along the ground, and deposit it up to 5 feet away. This movement doesn't involve enough force to cause damage.<br> • You cause shapes, colors, or both to appear on the dirt or stone, spelling out words, creating images, or shaping patterns. The changes last for 1 hour.<br> • If the dirt or stone you target is on the ground, you cause it to become difficult terrain. Alternatively, you can cause the ground to become normal terrain if it is already difficult terrain . This change lasts for 1 hour.<br> If you cast this spell multiple times, you can have no more than two of its non-instantaneous effects active at a time, and you can dismiss such an effect as an action.";"Wizard (XGE)"
"0";"Poison Spray";"Conjuration cantrip";"1 action";"10 feet";"V, S";"Instantaneous";"You extend your hand toward a creature you can see within range and project a puff of noxious gas from your palm. The creature must succeed on a Constitution saving throw or take 1d12 poison damage.<br> This spell's damage increases by 1d12 when you reach 5th level (2d12), 11th level (3d12), and 17 level (4d12). ";"Wizard"
"0";"Prestidigitation";"Transmutation cantrip";"1 action";"10 feet";"V, S";"Up to 1 hour";"This spell is a minor magical trick that novice spellcasters use for practice. You create one of the following magical effects within range.<br> • You create an instantaneous, harmless sensory effect, such as a shower of sparks, a puff of wind, faint musical notes, or an odd odor.<br> • You instantaneously light or snuff out a candle, a torch, or a small campfire.<br> • You instantaneously clean or soil an object no larger than 1 cubic foot.<br> • You chill, warm, or flavor up to 1 cubic foot of nonliving material for 1 hour.<br> • You make a color, a small mark, or a symbol appear on an object or a surface for 1 hour.<br> • You create a nonmagical trinket or an illusory image that can fit in your hand and that lasts until the end of your next turn.<br> If you cast this spell multiple times, you can have up to three of its non-instantaneous effects active at a time, and you can dismiss such an effect as an action. ";"Wizard"
"0";"Ray of Frost";"Evocation cantrip";"1 action";"60 feet";"V, S";"Instantaneous";"A frigid beam of blue-white light streaks toward a creature within range. Make a ranged spell attack against the target. On a hit, it takes 1d8 cold damage, and its speed is reduced by 10 feet until the start of your next turn.<br> The spell's damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8). ";"Wizard"
"0";"Shape Water";"Transmutation cantrip";"1 action";"30 feet";"S";"Instantaneous or 1 hour (see below)";"You choose an area of water that you can see within range and that fits within a 5-foot cube. You manipulate it in one of the following ways:<br> • You instantaneously move or otherwise change the flow of the water as you direct, up to 5 feet in any direction. This movement doesn't have enough force to cause damage.<br> • You cause the water to form into simple shapes and animate at your direction. This change lasts for 1 hour.<br> • You change the water's color or opacity. The water must be changed in the same way throughout. This change lasts for 1 hour.<br> • You freeze the water, provided that there are no creatures in it. The water unfreezes in 1 hour.<br> If you cast this spell multiple times,you can have no more than two of its non-instantaneous effects active at a time, and you can dismiss such an effect as an action.";"Wizard (XGE)"
"0";"Shocking Grasp";"Evocation cantrip";"1 action";"Touch";"V, S";"Instantaneous";"Lightning springs from your hand to deliver a shock to a creature you try to touch. Make a melee spell attack against the target. You have advantage on the attack roll if the target is wearing armor made of metal. On a hit, the target takes 1d8 lightning damage, and it can't take reactions until the start of its next turn.<br> The spell's damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8). ";"Wizard"
"0";"Sword Burst";"Conjuration cantrip";"1 action";"Self (5-foot radius)";"V";"Instantaneous";"You create a momentary circle of spectral blades that sweep around you. All other creatures within 5 feet of you must succeed on a Dexterity saving throw or take 1d6 force damage.<br><b>At Higher Levels</b>: This spell's damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).";"Wizard (TCE)"
"0";"Sword Burst";"Conjuration cantrip";"1 action";"5 feet";"V";"Instantaneous";"You create a momentary circle of spectral blades that sweep around you. Each creature within range, other than you, must succeed on a Dexterity saving throw or take 1d6 force damage.<br> The spell's damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).";"Wizard (SCAG)"
"0";"Thunderclap";"Evocation cantrip";"1 action";"5 feet";"S";"Instantaneous";"You create a burst of thunderous sound that can be heard up to 100 feet away. Each creature within range, other than you, must make a Constitution saving throw or take 1d6 thunder damage.<br> The spell's damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).";"Wizard (XGE)"
"0";"Toll the Dead";"Necromancy cantrip";"1 action";"60 feet";"V, S";"Instantaneous";"You point at one creature you can see within range, and the sound of a dolorous bell fills the air around it for a moment. The target must succeed on a Wisdom saving throw or take ld8 necrotic damage. If the target is missing any of its hit points, it instead takes 1d12 necrotic damage.<br> The spell's damage increases by one die when you reach 5th level (2d8 or 2d12), 11th level (3d8 or 3d12), and 17th level (4d8 or 4d12).";"Wizard (XGE)"
"0";"True Strike";"Divination cantrip";"1 action";"30 feet";"S";"Concentration, up to 1 round";"You extend your hand and point a finger at a target in range. Your magic grants you a brief insight into the target's defenses. On your next turn, you gain advantage on your first attack roll against the target, provided that this spell hasn't ended.";"Wizard"
"1";"Absorb Elements";"1st level Abjuration";"1 reaction, which you take when you take acid, cold, fire, lightning, or thunder damage";"Self";"S";"1 round";"The spell captures some of the incoming energy, lessening its effect on you and storing it for your next melee attack. You have resistance to the triggering damage type until the start of your next turn. Also, the first time you hit with a melee attack on your next turn, the target takes an extra 1d6 damage of the triggering type, and the spell ends.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 2nd level or higher, the extra damage increases by 1d6 for each slot level above 1st.";"Wizard (XGE)"
"1";"Alarm (ritual)";"1st level Abjuration";"1 minute";"30 feet";"V, S, M";"8 hours";"(a tiny bell and a piece of fine silver wire)You set an alarm against unwanted intrusion. Choose a door, a window, or an area within range that is no larger than a 20-foot cube. Until the spell ends, an alarm alerts you whenever a tiny or larger creature touches or enters the warded area. When you cast the spell, you can designate creatures that won't set off the alarm. You also choose whether the alarm is mental or audible.<br> A mental alarm alerts you with a ping in your mind if you are within 1 mile of the warded area. This ping awakens you if you are sleeping.<br> An audible alarm produces the sound of a hand bell for 10 seconds within 60 feet. ";"Wizard"
"1";"Burning Hands";"1st level Evocation";"1 action";"Self (15-foot cone)";"V, S";"Instantaneous";"As you hold your hands with thumbs touching and fingers spread, a thin sheet of flames shoots forth from your outstretched fingertips. Each creature in a 15-foot cone must make a Dexterity saving throw. A creature takes 3d6 fire damage on a failed save, or half as much damage on a successful one.<br> The fire ignites any flammable objects in the area that aren't being worn or carried.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d6 for each slot level above 1st. ";"Wizard"
"1";"Catapult";"1st level Transmutation";"1 action";"60 feet";"S";"Instantaneous";"Choose one object weighing 1 to 5 pounds within range that isn't being worn or carried. The object flies in a straight line up to 90 feet in a direction you choose before falling to the ground, stopping early if it impacts against a solid surface. If the object would strike a creature, that creature must make a Dexterity saving throw. On a failed save, the object strikes the target and stops moving. When the object strikes something, the object and what it strikes each take 3d8 bludgeoning damage.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 2nd level or higher, the maximum weight of objects that you can target with this spell increases by 5 pounds, and the damage increases by 1d8, for each slot level above 1st.";"Wizard (XGE)"
"1";"Cause Fear";"1st level Necromancy";"1 action";"60 feet";"V";"Concentration, up to 1 minute";"You awaken the sense of mortality in one creature you can see within range. A construct or an undead is immune to this effect. The target must succeed on a Wisdom saving throw or become frightened of you until the spell ends. The frightened target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 2nd level or higher, you can target one additional creature for each slot level above 1st. The creatures must be within 30 feet of each other when you target them.";"Wizard (XGE)"
"1";"Charm Person";"1st level Enchantment ";"1 action";"30 feet";"V, S";"1 hour";"You attempt to charm a humanoid you can see within range. It must make a Wisdom saving throw, and does so with advantage if you or your companions are fighting it. If it fails the saving throw, it is charmed by you until the spell ends or until you or your companions do anything harmful to it. The charmed creature regards you as a friendly acquaintance. When the spell ends, the creature knows it was charmed by you.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 2nd level or higher, you can target one additional creature for each slot level above 1st. The creatures must be within 30 feet of each other when you target them. ";"Wizard"
"1";"Chromatic Orb";"1st level Evocation";"1 action";"90 feet";"V, S, M";"Instantaneous";"(a diamond worth at least 50 gp)You hurl a 4-inch-diameter sphere of energy at a creature that you can see within range. You choose acid, cold, fire, lightning, poison, or thunder for the type of orb you create, and then make a ranged spell attack against the target. If the attack hits, the creature takes 3d8 damage of the type you chose.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of or higher, the damage increases by 1d8 for each slot level above 1st.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d8 for each slot level above 1st. ";"Wizard"
"1";"Color Spray";"1st level Illusion";"1 action";"Self (15-foot cone)";"V, S, M";"1 round";"(a pinch of powder or sand that is colored red, yellow, and blue)A dazzling array of flashing, colored light springs from your hand. Roll 6d10, the total is how many hit points of creatures this spell can effect. Creatures in a 15-foot cone originating from you are affected in ascending order of their current hit points (ignoring unconscious creatures and creatures that can't see).<br> Starting with the creature that has the lowest current hit points, each creature affected by this spell is blinded until the spell ends. Subtract each creature's hit points from the total before moving on to the creature with the next lowest hit points. A creature's hit points must be equal to or less than the remaining total for the creature to be affected.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 2nd level or higher, roll an additional 2d10 for each slot level above 1st. ";"Wizard"
"1";"Comprehend Languages (ritual)";"1st level Divination";"1 action";"Self";"V, S, M";"1 hour";"(a pinch of soot and salt)For the duration, you understand the literal meaning of any spoken language that you hear. You also understand any spoken language that you hear. You also understand any written language that you see, but you must be touching the surface of which the words are written. It takes about 1 minute to read one page of text.<br> This spell doesn't decode secret messages in a text or glyph, such as an arcane sigil, that isn't part of a written language. ";"Wizard"
"1";"Detect Magic (ritual)";"1st level Divination";"1 action";"Self";"V, S";"Concentration, up to 10 minutes";"For the duration, you sense the presence of magic within 30 feet of you. If you sense magic in this way, you can use your action to see a faint aura around any visible creature or object in the area that bears magic, and you learn its school of magic, if any.<br> The spell can penetrate most barriers, but is blocked by 1 foot of stone, 1 inch of common metal, a thin sheet of lead, or 3 feet of wood or dirt. ";"Wizard"
"1";"Disguise Self";"1st level Illusion";"1 action";"Self";"V, S";"1 hour";"You make yourself, including your clothing, armor, weapons, and other belongings on your person, look different until the spell ends or until you use your action to dismiss it. You can seem 1 foot shorter or taller and can appear thin, fat, or in between. You can't change your body type, so you must adopt a form that has the same basic arrangement of limbs. Otherwise, the extent of the illusion is up to you.<br> The changes wrought by this spell fail to hold up to physical inspection. For example, if you use this spell to add a hat to your outfit, objects pass through the hat, and anyone who touches it would feel nothing or would feel your head and hair. If you use this spell to appear thinner than you are, the hand of someone who reaches out to touch you would bump into you while it was seemingly still in midair.<br> To discern that you are disguised, a creature can use its action to inspect your appearance and must succeed on an Intelligence (Investigation) check against your spell save DC. ";"Wizard"
"1";"Earth Tremor";"1st level Evocation";"1 action";"10 feet";"V, S";"Instantaneous";"You cause a tremor in the ground within range. Each creature other than you in that area must make a Dexterity saving throw. On a failed save, a creature takes 1d6 bludgeoning damage and is knocked prone. If the ground in that area is loose earth or stone, it becomes difficult terrain until cleared, with each 5-foot-diameter portion requiring at least 1 minute to clear by hand.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d6 for each slot level above 1st.";"Wizard (XGE)"
"1";"Expeditious Retreat";"1st level Transmutation";"1 bonus action";"Self";"V, S";"Concentration, up to 10 minutes";"This spell allows you to move at an incredible pace. When you cast this spell, and then as a bonus action on each of your turns until the spell ends, you can take the Dash action.";"Wizard"
"1";"False Life";"1st level Necromancy";"1 action";"Self";"V, S, M";"1 hour";"(a small amount of alcohol or distilled spirits)Bolstering yourself with a necromantic facsimile of life, you gain 1d4+4 temporary hit points for the duration.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 2nd level or higher, you gain 5 additional temporary hit points for each slot level above 1st. ";"Wizard"
"1";"Feather Fall";"1st level Transmutation";"1 reaction";"60 feet";"V, M";"1 minute";"(a white feather or the heart of a hen)Reaction - When you or a creature within 60 feet of you falls Choose up to five falling creatures within range. A falling creature's rate of descent slows to 60 feet per round until the spell ends. If the creature lands before the spell ends, it takes no falling damage and can land on its feet, and the spell ends for that creature.";"Wizard"
"1";"Find Familiar (ritual)";"1st level Conjuration";"1 hour";"10 feet";"V, S, M";"Instantaneous";"(10 gp worth of charcoal, incense, and herbs that must be consumed by fire in a brass brazier)You gain the service of a familiar, a spirit that takes an animal form you choose - bat, cat, crab, frog (toad), hawk, lizard, octopus, owl, poisonous snake, fish (quipper), rat, raven, sea horse, spider, or weasel. Appearing in an unoccupied space within range, the familiar has the statistics of the chosen form, though it is a celestial, fey or fiend (your choice) instead of a beast.<br> Your familiar acts independently of you, but it always obeys your commands. In combat, it rolls its own initiative and acts on its own turn. A familiar can't attack, but it can take other actions as normal.<br> When the familiar drops to 0 hit points, it disappears, leaving behind no physical form. It reappears after you cast this spell again.<br> While your familiar is within 100 feet of you, you can communicate with it telepathically. Additionally, as an action, you can see through your familiar's eyes and hear what it hears until the start of your next turn, gaining the benefits of any special senses that the familiar has. During this time, you are deaf and blind with regard to your own senses.<br> As an action, you can temporarily dismiss your familiar. It disappears into a pocket dimension where it awaits you summons. Alternatively, you can dismiss it forever. As an action while it is temporarily dismissed, you can cause it to reappear in any unoccupied space within 30 feet of you.<br> You can't have more than one familiar at a time. If you cast this spell while you already have a familiar, you instead cause it to adopt a new form. Choose one of the forms from the above list. Your familiar transforms into the chosen creature.<br> Finally, when you cast a spell with a range of touch, your familiar can deliver the spell as if it had cast the spell. Your familiar must be within 100 feet of you, and it must use its reaction to deliver the spell when you cast it. If the spell requires an attack roll, you use your attack modifier for the roll. ";"Wizard"
"1";"Fog Cloud";"1st level Conjuration";"1 action";"120 feet";"V, S";"Concentration, up to 1 hour";"You create a 20-foot-radius sphere of fog centered on a point within range. The sphere spreads around corners, and its area is heavily obscured. It lasts for the duration or until a wind of moderate or greater speed (at least 10 miles per hour) disperses it.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 2nd level or higher, the radius of the fog increases by 20 feet for each slot level above 1st. ";"Wizard"
"1";"Grease";"1st level Conjuration";"1 action";"60 feet";"V, S, M";"1 minute";"(a bit of pork rind or butter)Slick grease covers the ground in a 10-foot square centered on a point within range and turns it into difficult terrain for the duration.<br> When the grease appears, each creature standing in its area must succeed on a Dexterity saving throw or fall prone. A creature that enters the area or ends its turn there must also succeed on a Dexterity saving throw or fall prone. ";"Wizard"
"1";"Ice Knife";"1st level Conjuration";"1 action";"60 feet";"S, M";"Instantaneous";"(a drop of water or piece of ice)You create a shard of ice and fling it at one creature within range. Make a ranged spell attack against the target. On a hit, the target takes 1d10 piercing damage. Hit or miss, the shard then explodes. The target and each creature within 5 feet of it must succeed on a Dexterity saving throw or take 2d6 cold damage.<br> <b>At Higher Levels</b>: When you cast this spell using aspell slot of 2nd level or higher, the cold damage increases by 1d6 for each slot level above 1st.";"Wizard (XGE)"
"1";"Identify (ritual)";"1st level Divination";"1 minute";"Touch";"V, S, M";"Instantaneous";"(a pearl worth at least 100 gp and an owl feather)You choose one object that you must touch throughout the casting of the spell. If it is a magic item or some other magic-imbued object, you learn its properties and how to use them, whether it requires attunement to use, and how many charges it has, if any. You learn whether any spells are affecting the item and what they are. If the item was created by a spell, you learn which spell created it.<br> If you instead touch a creature throughout the casting, you learn what spells, if any, are currently affecting it. ";"Wizard"
"1";"Illusory Script (ritual)";"1st level Illusion";"1 minute";"Touch";"S, M";"10 days";"(a lead-based ink worth at least 10 gp, which the spell consumes)You write on parchment, paper, or some other suitable writing material and imbue it with a potent illusion that lasts for the duration.<br> To you and any creatures you designate when you cast the spell, the writing appears normal, written in your hand, and conveys whatever meaning you intended when you wrote the text. To all others, the writing appears as if it were written in an unknown or magical script that is unintelligible. Alternatively, you can cause the writing to appear to be an entirely different message, written in a different hand and language, though the language must be one you know.<br> Should the spell be dispelled, the original script and the illusion both disappear.<br> A creature with truesight can read the hidden message. ";"Wizard"
"1";"Jump";"1st level Transmutation";"1 action";"Touch";"V, S, M";"1 minute";"(a grasshopper's hind leg)You touch a creature. The creature's jump distance is tripled until the spell ends.";"Wizard"
