"Level";"Name";"Type";"Cast Time";"Range";"Components";"Duration";"Description";"Source"
"2";"Beast Sense (ritual)";"2nd level Divination";"1 action";"Touch";"S";"Concentration, up to 1 hour";"You touch a willing beast. For the duration of the spell, you can use your action to see through the beast's eyes and hear what it hears, and continue to do so until you use your action to return to your normal senses.";"Ranger"
"2";"Cordon of Arrows";"2nd level Transmutation";"1 action";"5 feet";"V, S, M";"8 hours";"(four or more arrows or bolts)You plant four pieces of nonmagical ammunition - arrows or crossbow bolts - in the ground within range and lay magic upon them to protect an area. Until the spell ends, whenever a creature other than you comes within 30 feet of the ammunition for the first time on a turn or ends its turn there, one piece of ammunition flies up to strike it. The creature must succeed on a Dexterity saving throw or take 1d6 piercing damage. The piece of ammunition is then destroyed. The spell ends when no ammunition remains.<br> When you cast this spell, you can designate any creatures you choose, and the spell ignores them.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 3rd level or higher, the amount of ammunition that can be affected increases by two for each slot level above 2nd.";"Ranger"
"2";"Darkvision";"2nd level Transmutation";"1 action";"Touch";"V, S, M";"8 hours";"(either a pinch of dried carrot or an agate)You touch a willing creature to grant it the ability to see in the dark. For the duration, that creature has darkvision out to a range of 60 feet.";"Ranger"
"2";"Find Traps";"2nd level Divination";"1 action";"120 feet";"V, S";"Instantaneous";"You sense the presence of any trap within range that is within line of sight. A trap, for the purpose of this spell, includes anything that would inflict a sudden or unexpected effect you consider harmful or undesirable, which was specifically intended as such by its creator. Thus, the spell would sense an area affected by the <i>alarm</i> spell, a <i>glyph of warding</i>, or a mechanical pit trap, but it would not reveal a natural weakness in the floor, an unstable ceiling, or a hidden sinkhole.<br> This spell merely reveals that a trap is present. You don't learn the location of each trap, but you do learn the general nature of the danger posed by a trap you sense. ";"Ranger"
"2";"Lesser Restoration";"2nd level Abjuration";"1 action";"Touch";"V, S";"Instantaneous";"You touch a creature and can end either one disease or one condition afflicting it. The condition can be blinded, deafened, paralyzed, or poisoned.";"Ranger"
"2";"Locate Animals or Plants (ritual)";"2nd level Divination";"1 action";"Self";"V, S, M";"Instantaneous";"(a bit of fur from a bloodhound)Describe or name a specific kind of beast or plant. Concentrating on the voice of nature in your surroundings, you learn the direction and distance to the closest creature or plant of that kind within 5 miles, if any are present.";"Ranger"
"2";"Locate Object";"2nd level Divination";"1 action";"Self";"V, S, M";"Concentration, up to 10 minutes";"(a forked twig)Describe or name an object that is familiar to you. You sense the direction to the object's location, as long as that object is within 1,000 feet of you. If the object is in motion, you know the direction of its movement.<br> The spell can locate a specific object known to you, as long as you have seen it up close - within 30 feet - at least once. Alternatively, the spell can locate the nearest object of a particular kind, such as a certain kind of apparel, jewelry, furniture, tool, or weapon.<br> This spell can't locate an object if any thickness of lead, even a thin sheet, blocks a direct path between you and the object. ";"Ranger"
"2";"Misty Step";"2nd level Conjuration";"1 bonus action";"Self";"V";"Instantaneous";"Briefly surrounded by silvery mist, you teleport up to 30 feet to an unoccupied space that you can see.";"Ranger (Horizon Walker)"
"2";"Pass Without Trace";"2nd level Abjuration";"1 action";"Self";"V, S, M";"Concentration, up to 1 hour";"(ashes from a burned leaf of mistletoe and a sprig of spruce)A veil of shadows and silence radiates from you, masking you and your companions from detection. For the duration, each creature you choose within 30 feet of you (including you) has a +10 bonus to Dexterity (Stealth) checks and can't be tracked except by magical means. A creature that receives this bonus leaves behind no tracks or other traces of its passage.";"Ranger"
"2";"Protection from Poison";"2nd level Abjuration";"1 action";"Touch";"V, S";"1 hour";"You touch a creature. If it is poisoned, you neutralize the poison. If more than one poison afflicts the target, you neutralize on poison that you know is present, or you neutralize one at random.<br> For the duration, the target has advantage on saving throws against being poisoned, and it has resistance to poison damage. ";"Ranger"
"2";"Rope Trick";"2nd level Transmutation";"1 action";"Touch";"V, S, M";"1 hour";"(powdered corn extract and a twisted loop of parchment)You touch a length of rope that is up to 60 feet long. One end of the rope then rises into the air until the whole rope hangs perpendicular to the ground. At the upper end of the rope, an invisible entrance opens to an extradimensional space that lasts until the spell ends.<br> The extradimensional space can be reached by climbing to the top of the rope. The space can hold as many as eight Medium or smaller creatures. The rope can be pulled into the space, making the rope disappear from view outside the space.<br> Attacks and spells can't cross through the entrance into or out of the extradimensional space, but those inside can see out of it as if through a 3-foot-by-5-foot window centered on the rope.<br> Anything inside the extradimensional space drops out when the spell ends. ";"Ranger (Gloom Stalker)"
"2";"Silence (ritual)";"2nd level Illusion";"1 action";"120 feet";"V, S";"Concentration, up to 10 minutes";"For the duration, no sound can be created within or pass through a 20-foot-radius sphere centered on a point you choose within range. Any creature or object entirely inside the sphere is immune to thunder damage, and creatures are deafened while entirely inside it. Casting a spell that includes a verbal component is impossible there.";"Ranger"
"2";"Spike Growth";"2nd level Transmutation";"1 action";"150 feet";"V, S, M";"Concentration, up to 10 minutes";"(seven sharp thorns or seven small twigs, each sharpened to a point)The ground in a 20-foot radius centered on a point within range twists and sprouts hard spikes and thorns. The area becomes difficult terrain for the duration. When a creature moves into or within the area, it takes 2d4 piercing damage for every 5 feet it travels.<br> The transformation of the ground is camouflaged to look natural. Any creature that can't see the area at the time the spell is case must make a Wisdom (Perception) check against your spell save DC to recognize the terrain as hazardous before entering it. ";"Ranger"
"2";"Summon Beast";"2nd-level conjuration";"1 action";"90 feet";"V, S, M";" Concentration, up to 1 hour";"(a feather, tuft of fur, and fish tail inside a gilded acorn worth at least 200 gp)You call forth a bestial spirit. It manifests in an unoccupied space that you can see within range. This corporeal form uses the Bestial Spirit stat block. When you cast the spell, choose an environment: Air, Land, or Water. The creature resembles an animal of your choice that is native to the chosen environment, which determines certain traits in its stat block. The creature disappears when it drops to 0 hit points or when the spell ends.<br>The creature is an ally to you and your companions. In combat, the creature shares your initiative count, but it takes its turn immediately after yours. It obeys your verbal commands (no action required by you). If you don't issue any, it takes the Dodge action and uses its move to avoid danger.<br><b>At Higher Levels</b>: When you cast this spell using a spell slot of 3rd level or higher, use the higher level where the spell's level appears in the stat block.";"Ranger (TCE)"
"2";"Zone of Truth";"2nd level Enchantment ";"1 action";"60 feet";"V, S";"10 minutes";"You create a magical zone that guards against deception in a 15-foot-radius sphere centered on a point of your choice within range. Until the spell ends, a creature that enters the spell's area for the first time on a turn or starts its turn there must make a Charisma saving throw. On a failed save, a creature can't speak a deliberate lie while in the radius. You know whether each creature succeeds or fails on its saving throw.<br> An affected creature is aware of the spell and can thus avoid answering questions to which it would normally respond with a lie. Such creatures can be evasive in its answers as long as it remains within the boundaries of the truth. ";"Ranger"
"2";"Misty Step";"2nd level Conjuration";"1 bonus action";"Self";"V";"Instantaneous";"Briefly surrounded by silvery mist, you teleport up to 30 feet to an unoccupied space that you can see.";"Ranger (Fey Wanderer)"
"2";"Web";"2nd level Conjuration";"1 action";"60 feet";"V, S, M";"Concentration, up to 1 hour";"(a bit of spider web)You conjure a mass of thick, sticky webbing at a point of your choice within range. The webs fill a 20-foot cube from that point for the duration. The webs are difficult terrain and lightly obscure their area.<br> If the webs aren't anchored between two solid masses (such as walls or trees) or layered across a floor, wall, or ceiling, the conjured web collapses on itself, and the spell ends at the start of your next turn. Webs layered over a flat surface have a depth of 5 feet.<br> Each creature that starts its turn in the webs or that enters them during its turn must make a Dexterity saving throw. On a failed save, the creature is restrained as long as it remains in the webs or until it breaks free.<br> A creature restrained by the webs can use its actions to make a Strength check against your spell save DC. If it succeeds, it is no longer restrained.<br> The webs are flammable. Any 5-foot cube of webs exposed to fire burns away in 1 round, dealing 2d4 fire damage to any creature that starts its turn in the fire. ";"Ranger (Swarmkeeper)"
"2";"Aid";"2nd level Abjuration";"1 action";"30 feet";"V, S, M";"8 hours";"(a tiny strip of white cloth)Your spell bolsters your allies with toughness and resolve. Choose up to three creatures within range. Each target's hit point maximum and current hit points increase by 5 for the duration.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 3rd level or higher, a target's hit points increase by an additional 5 for each slot level above 2nd. ";"Ranger (TCE)"
"2";"Enhance Ability";"2nd level Transmutation";"1 action";"Touch";"V, S, M";"Concentration, up to 1 hour";"(fur or a feather from a beast)You touch a creature and bestow upon it a magical enhancement. Choose one of the following effects - the target gains the effect until the spell ends.<br> <b>Bear's Endurance</b>: The target has advantage on Constitution checks. It also gains 2d6 temporary hit points, which are lost when the spell ends.<br> <b>Bull's Strength</b>: The target has advantage on Strength checks, and his or her carrying capacity doubles.<br> <b>Cat's Grace</b>: The target has advantage on Dexterity checks. It also doesn't take damage from falling 20 feet or less if it isn't incapacitated.<br> <b>Eagle's Splendor</b>: The target has advantage on Charisma checks.<br> <b>Fox's Cunning</b>: The target has advantage on Intelligence checks.<br> <b>Owl's Wisdom</b>: The target has advantage on Wisdom checks.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 3rd level or higher, you can target one additional creature for each slot level above 2nd.";"Ranger (TCE)"
"2";"Gust of Wind";"2nd level Evocation";"1 action";"Self (60-foot line)";"V, S, M";"Concentration, up to 1 minute";"(a legume seed)A line of strong wind 60 feet long and 10 feet wide blasts from you in a direction you choose for the spell's duration. Each creature that starts its turn in the line must succeed on a Strength saving throw or be pushed 15 feet away from you in a direction following the line.<br> Any creature in the line must spend 2 feet of movement for every 1 foot it moves when moving closer to you.<br> The gust disperses gas or vapor, and it extinguishes candles, torches, and similar unprotected flames in the area. It causes protected flames, such as those of lanterns, to dance wildly and has a 50 percent chance to extinguish them.<br> As a bonus action on each of your turns before the spell ends, you can change the direction in which the line blasts from you. ";"Ranger (TCE)"
"2";"Magic Weapon";"2nd level Transmutation";"1 bonus action";"Touch";"V, S";"Concentration, up to 1 hour";"You touch a nonmagical weapon. Until the spell ends, that weapon becomes a magic weapon with a +1 bonus to attack rolls and damage rolls.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 4th level or higher, the bonus increases to +2. When you use a spell slot of 6th level or higher, the bonus increases to +3. ";"Ranger (TCE)"
"3";"Conjure Animals";"3rd level Conjuration";"1 action";"60 feet";"V, S";"Concentration, up to 1 hour";"You summon fey spirits that take the form of beasts and appear in unoccupied spaces that you can see within range. Choose one of the following options for what appears.<br> • One beast of challenge rating 2 or lower<br> • Two beasts of challenge rating 1 or lower<br> • Four beasts of challenge rating 1/2 or lower<br> • Eight beasts of challenge rating 1/4 or lower<br> Each beast is also considered fey, and it disappears when it drops to 0 hit points or when the spell ends.<br> The summoned creatures are friendly to you and your companions. Roll initiative for the summoned creatures as a group, which has its own turns. They obey any verbal commands that you issue to them (no action required by you). If you don't issue any commands to them, they defend themselves from hostile creatures, but otherwise take no actions. The DM has the creatures' statistics.<br> <b>At Higher Levels</b>: When you cast this spell using certain higher-level spell slots, you choose one of the summoning options above, and more creatures appear - twice as many with a 5th-level slot, three times as many with a 7th-level slot, and four times as many with a 9th-level slot. ";"Ranger"
"3";"Conjure Barrage";"3rd level Conjuration";"1 action";"Self (60-foot cone)";"V, S, M";"Instantaneous";"(one piece of ammunition or a thrown weapon)You throw a nonmagical weapon or fire a piece of nonmagical ammunition into the air to create a cone of identical weapons that shoot forward and then disappear. Each creature in a 60-foot cone must succeed on a Dexterity saving throw. A creature takes 3d8 damage on a failed save, or half as much damage on a successful one. The damage type is the same as that of the weapon or ammunition used as a component.";"Ranger"
"3";"Daylight";"3rd level Evocation";"1 action";"60 feet";"V, S";"1 hour";"A 60-foot-radius sphere of light spreads out from a point you choose within range. The sphere is bright light and sheds dim light for an additional 60 feet.<br> If you chose a point on an object you are holding or one that isn't being worn or carried, the light shines from the object with and moves with it. Completely covering the affected object with an opaque object, such as a bowl or a helm, blocks the light.<br> If any of this spell's area overlaps with an area of darkness created by a spell of or lower, the spell that created the darkness is dispelled. ";"Ranger"
"3";"Fear";"3rd level Illusion";"1 action";"Self (30-foot cone)";"V, S, M";"Concentration, up to 1 minute";"(a white feather or the heart of a hen)You project a phantasmal image of a creature's worst fears. Each creature in a 30-foot cone must succeed on a Wisdom saving throw or drop whatever it is holding and become frightened for the duration.<br> While frightened by this spell, a creature must take the Dash action and move away from you by the safest available route on each of its turns, unless there is nowhere to move. If the creature ends its turn in a location where it doesn't have line of sight to you, the creature can make a Wisdom saving throw. On a successful save, the spell ends for that creature. ";"Ranger (Gloom Stalker)"
"3";"Flame Arrows";"3rd level Transmutation";"1 action";"Touch";"V, S";"Concentration, up to 1 hour";"You touch a quiver containing arrows or bolts. When a target is hit by a ranged weapon attack using a piece of ammunition drawn from the quiver, the target takes an extra 1d6 fire damage. The spell's magic ends on the piece of ammunition when it hits or misses, and the spell ends when twelve pieces of ammunition have been drawn from the quiver.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 4th level or higher, the number of pieces of ammunition you can affect with this spell increases by two for each slot level above 3rd.";"Ranger (XGE)"
"3";"Haste";"3rd level Transmutation";"1 action";"30 feet";"V, S, M";"Concentration, up to 1 minute";"(a shaving of licorice root)Choose a willing creature that you can see within range. Until the spell ends, the target's speed is doubled, it gains a +2 bonus to AC, it has advantage on Dexterity saving throws, and it gains an additional action on each of its turns. That action can be used only to take the Attack (one weapon attack only), Dash, Disengage, Hide, or Use an Object action.<br> When the spell ends, the target can't move or take actions until after its next turn, as a wave of lethargy sweeps over it. ";"Ranger (Horizon Walker)"
"3";"Lightning Arrow";"3rd level Transmutation";"1 bonus action";"Self";"V, S";"Concentration, up to 1 minute";"The next time you make a ranged weapon attack during the spell's duration, the weapon's ammunition, or the weapon itself if it's a thrown weapon, transforms into a bolt of lightning. Make the attack roll as normal. The target takes 4d8 lightning damage on a hit, or half as much damage on a miss, instead of the weapon's normal damage.<br> Whether you hit or miss, each creature within 10 feet of the target must make a Dexterity saving throw. Each of these creatures takes 2d8 lightning damage on a failed save, or half as much damage on a successful one.<br> The piece of ammunition or weapon then returns to its normal form.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 4th level or higher, the damage for both effects of the spell increases by 1d8 for each slot level above 3rd. ";"Ranger"
"3";"Magic Circle";"3rd level Abjuration";"1 minute";"10 feet";"V, S, M";"1 hour";"(holy water or powdered silver and iron worth at least 100 gp, which the spell consumes)You create a 10-foot-radius, 20-foot-tall cylinder of magical energy centered on a point on the ground that you can see within range. Glowing runes appear wherever the cylinder intersects with the floor or other surface.<br> Choose one or more of the following types of creatures - celestials, elementals, fey, fiends, or undead. The circle affects a creature of the chosen type in the following ways.<br> • The creature can't willingly enter the cylinder by nonmagical means. If the creature tries to use teleportation or interplanar travel to do so, it must first succeed on a Charisma saving throw.<br> • The creature has disadvantage on attack rolls against targets within the cylinder.<br> • Targets within the cylinder can't be charmed, frightened, or possessed by the creature. When you cast this spell, you can elect to cause its magic to operate in the reverse direction, preventing a creature of the specified type from leaving the cylinder and protecting targets outside it.<br> <b>At Higher Levels</b>: When you cast this spell using a spell slot of 4th level or higher, the duration increases by 1 hour for each slot level above 3rd. ";"Ranger (Monster Slayer)"
"3";"Nondetection";"3rd level Abjuration";"1 action";"Touch";"V, S, M";"8 hours";"(a pinch of diamond dust worth 25 gp sprinkled over the target, which the spell consumes)For the duration, you hide a target that you touch from divination magic. The target can be a willing creature or a place or an object no larger than 10 feet in any dimension. The target can't be targeted by any divination magic or perceived through magical scrying sensors.";"Ranger"
"3";"Plant Growth";"3rd level Transmutation";"1 action or 8 hours";"150 feet";"V, S";"Instantaneous";"This spell channels vitality into plants within a specific area. There are two possible uses for the spell, granting either immediate or long-term benefits.<br> If you cast this spell using 1 action, choose a point within range. All normal plants in a 100-foot radius centered on that point become thick and overgrown. A creature moving through the area must spend 4 feet of movement for every 1 foot it moves.<br> You can exclude one or more areas of any size within the spell's area from being affected.<br> If you cast this spell over 8 hours, you enrich the land. All plants in a half-mile radius centered on a point within range become enriched for 1 year. The plants yield twice the normal amount of food when harvested. ";"Ranger"
